Customer_Number,Division
3890647,Personal Electronics Division
3890647,Jewelry Division
3908175,Health Products Division
3911740,Health Products Division
3911740,Automotive Division
3911740,Personal Electronics Division
3911740,Garden Division
3911740,Novelty Gift Division
3911740,Jewelry Division
3931425,Housewares Division
3931425,Health Products Division
3931425,Automotive Division
3931425,Personal Electronics Division
3931425,Garden Division
3931425,Jewelry Division
3932233,Housewares Division
3932233,Health Products Division
3932233,Automotive Division
3932233,Personal Electronics Division
3932233,Computers Division
3932233,Garden Division
3948569,Housewares Division
3948569,Health Products Division
3948569,Personal Electronics Division
3948569,Garden Division
3948569,Novelty Gift Division
3956125,Health Products Division
3956125,Personal Electronics Division
3957784,Housewares Division
3957784,Health Products Division
3957784,Personal Electronics Division
3957784,Novelty Gift Division
3957784,Jewelry Division
3971132,Health Products Division
3971132,Automotive Division
3971132,Personal Electronics Division
3971132,Garden Division
3971132,Novelty Gift Division
3971132,Jewelry Division
3978319,Health Products Division
3978319,Personal Electronics Division
3978319,Garden Division
3978319,Novelty Gift Division
4012043,Housewares Division
4012043,Health Products Division
4012043,Automotive Division
4012043,Personal Electronics Division
4012043,Garden Division
4012043,Novelty Gift Division
4012043,Jewelry Division
4050027,Housewares Division
4050027,Health Products Division
4050027,Personal Electronics Division
4050027,Computers Division
4050027,Jewelry Division
4057725,Housewares Division
4057725,Health Products Division
4057725,Personal Electronics Division
4060216,Housewares Division
4060216,Health Products Division
4060216,Automotive Division
4060216,Personal Electronics Division
4060216,Garden Division
4063939,Health Products Division
4063939,Personal Electronics Division
4063939,Garden Division
4064424,Health Products Division
4064424,Computers Division
4064424,Garden Division
4067625,Health Products Division
4067625,Personal Electronics Division
4067625,Novelty Gift Division
4067625,Jewelry Division
4071684,Housewares Division
4071684,Health Products Division
4071684,Personal Electronics Division
4081790,Housewares Division
4081790,Health Products Division
4081790,Personal Electronics Division
4092896,Health Products Division
4092896,Automotive Division
4092896,Personal Electronics Division
4092896,Garden Division
4092896,Novelty Gift Division
4096772,Health Products Division
4105128,Housewares Division
4105128,Health Products Division
4105128,Automotive Division
4105128,Personal Electronics Division
4105128,Garden Division
4105128,Novelty Gift Division
4105128,Jewelry Division
4111597,Housewares Division
4111597,Health Products Division
4111597,Automotive Division
4111597,Personal Electronics Division
4111597,Garden Division
4111597,Novelty Gift Division
4111597,Jewelry Division
4125175,Health Products Division
4133948,Health Products Division
4133948,Personal Electronics Division
4133948,Novelty Gift Division
4133948,Jewelry Division
4135414,Health Products Division
4135414,Personal Electronics Division
4140190,Clothing Division
4140190,Housewares Division
4140190,Health Products Division
4140190,Jewelry Division
4151825,Housewares Division
4151825,Health Products Division
4151825,Personal Electronics Division
4151825,Novelty Gift Division
4151825,Jewelry Division
4152963,Health Products Division
4152963,Automotive Division
4152963,Jewelry Division
4159604,Housewares Division
4159604,Health Products Division
4159604,Automotive Division
4159604,Personal Electronics Division
4159604,Garden Division
4159604,Novelty Gift Division
4159604,Jewelry Division
4162376,Housewares Division
4162376,Health Products Division
4162376,Personal Electronics Division
4162376,Garden Division
4162376,Novelty Gift Division
4162376,Jewelry Division
4165528,Housewares Division
4165528,Health Products Division
4165528,Automotive Division
4165528,Garden Division
4165528,Novelty Gift Division
4165528,Jewelry Division
4171278,Health Products Division
4171278,Garden Division
4171690,Housewares Division
4171690,Health Products Division
4173720,Health Products Division
4173720,Jewelry Division
4182663,Health Products Division
4182663,Garden Division
4182663,Jewelry Division
4190179,Health Products Division
4190179,Automotive Division
4190179,Personal Electronics Division
4193652,Health Products Division
4193652,Automotive Division
4193652,Personal Electronics Division
4193652,Computers Division
4193652,Garden Division
4193652,Novelty Gift Division
4193652,Jewelry Division
4197505,Housewares Division
4197505,Health Products Division
4197505,Personal Electronics Division
4197505,Novelty Gift Division
4197505,Jewelry Division
4215463,Health Products Division
4215463,Automotive Division
4215463,Personal Electronics Division
4215463,Garden Division
4215463,Novelty Gift Division
4215463,Jewelry Division
4216057,Housewares Division
4216057,Health Products Division
4216057,Personal Electronics Division
4216057,Garden Division
4216057,Jewelry Division
4217857,Health Products Division
4217857,Jewelry Division
4222535,Housewares Division
4222535,Health Products Division
4222535,Automotive Division
4222535,Personal Electronics Division
4222535,Jewelry Division
4224614,Health Products Division
4227419,Housewares Division
4227419,Health Products Division
4227419,Garden Division
4230082,Health Products Division
4230082,Personal Electronics Division
4230082,Novelty Gift Division
4231569,Health Products Division
4231569,Automotive Division
4231569,Novelty Gift Division
4231569,Jewelry Division
4240552,Health Products Division
4240552,Personal Electronics Division
4240552,Jewelry Division
4248290,Housewares Division
4248290,Health Products Division
4248290,Personal Electronics Division
4249744,Housewares Division
4249744,Health Products Division
4249744,Personal Electronics Division
4249744,Jewelry Division
4252995,Health Products Division
4252995,Personal Electronics Division
4256020,Housewares Division
4256020,Health Products Division
4256020,Automotive Division
4256020,Personal Electronics Division
4256020,Garden Division
4256020,Novelty Gift Division
4256293,Health Products Division
4256293,Automotive Division
4256293,Personal Electronics Division
4256293,Garden Division
4256293,Novelty Gift Division
4256293,Jewelry Division
4259198,Health Products Division
4259198,Personal Electronics Division
4259198,Jewelry Division
4261178,Housewares Division
4261178,Health Products Division
4261178,Automotive Division
4261178,Personal Electronics Division
4261178,Novelty Gift Division
4261178,Jewelry Division
4268082,Health Products Division
4268082,Computers Division
4268082,Jewelry Division
4270419,Housewares Division
4270419,Health Products Division
4270419,Automotive Division
4270419,Personal Electronics Division
4270419,Novelty Gift Division
4270419,Jewelry Division
4290540,Health Products Division
4290540,Automotive Division
4290540,Garden Division
4293973,Health Products Division
4293973,Computers Division
4293973,Jewelry Division
4303434,Health Products Division
4303434,Automotive Division
4303434,Personal Electronics Division
4303434,Garden Division
4303434,Novelty Gift Division
4303434,Jewelry Division
4309696,Housewares Division
4309696,Health Products Division
4309696,Personal Electronics Division
4309696,Garden Division
4309696,Novelty Gift Division
4313904,Health Products Division
4313904,Personal Electronics Division
4313904,Computers Division
4313904,Jewelry Division
4318408,Housewares Division
